	drawz	drawp	pi2	omegacor21	tau1	tau2	num_variants	p1_code	p2_code	p1	p2	p1_category	p2_category	p1_num_cases	p2_num_cases	num_loci	omegacor21_se	attenuation
INI30070_INI30530	3.10632300812	0.000947148352859	0.0805568641403	-0.0777914472254	0.00977878087666	0.00244991029089	345618	INI30070	INI30530	red_blood_cell_(erythrocyte)_distribution_width	sodium_in_urine	INI	INI	328031.0	327302.0	27842	0.025042935658	0.250533304897
FH1263_HC215	4.29715167747	8.65034090552e-06	0.121655127443	-0.0782879499244	0.00550801300304	0.00855753492109	334576	FH1263	HC215	alzheimer's_disease/dementia	hypertension	FH	HC	51794.0	107407.0	40703	0.0182185679726	1.55365190975
INI30040_INI30150	6.80074071108	5.20413023155e-12	0.0891476363111	-0.0794897976173	0.0109303092217	0.00847129365225	345769	INI30040	INI30150	mean_corpuscular_volume	eosinophill_count	INI	INI	328031.0	327479.0	30824	0.0116884029247	0.775027813069
INI30130_INI30220	3.54936533432	0.000193080461438	0.0653346942475	-0.0795726201861	0.0105582524038	0.0034530822579	345575	INI30130	INI30220	monocyte_count	basophill_percentage	INI	INI	327479.0	327482.0	22578	0.0224188306052	0.327050550207
INI30210_INI30280	5.91011907942	1.70930255611e-09	0.111995643861	-0.0795918823515	0.00713401959777	0.00558087811165	345520	INI30210	INI30280	eosinophill_percentage	immature_reticulocyte_fraction	INI	INI	327482.0	322755.0	38697	0.013467052234	0.782290829897
HC366_INI30180	4.91071422385	4.53726287514e-07	0.128436850052	-0.0798667219785	0.00127569847759	0.00520685023252	304618	HC366	INI30180	allergy/hypersensitivity/anaphylaxis	lymphocyte_percentage	HC	INI	2491.0	327482.0	39124	0.0162637690441	4.0815681166
HC78_INI30180	5.19019626078	1.05036270187e-07	0.135517670485	-0.0800779077919	0.00433642283569	0.00502880221047	320856	HC78	INI30180	arthritis_(nos)	lymphocyte_percentage	HC	INI	15332.0	327482.0	43482	0.0154286858856	1.1596660199
INI30030_INI30080	7.88811177722	1.53396461367e-15	0.124149536935	-0.0801586344533	0.00461754437718	0.0084227831651	345745	INI30030	INI30080	haematocrit_percentage	platelet_count	INI	INI	328032.0	328031.0	42924	0.0101619546879	1.82408277584
INI30030_INI30200	5.83564241311	2.67918527858e-09	0.130736299018	-0.0803958093896	0.0045604960674	0.00478233979366	345758	INI30030	INI30200	haematocrit_percentage	neutrophill_percentage	INI	INI	328032.0	327482.0	45203	0.0137766853584	1.04864464808
INI30090_INI30200	5.93222045747	1.49432477791e-09	0.138716475118	-0.0808781772099	0.00675712159608	0.00462395378739	345558	INI30090	INI30200	platelet_crit	neutrophill_percentage	INI	INI	327881.0	327482.0	47935	0.0136337106468	0.684308210477
HC382_INI30290	6.51685421545	3.58985711934e-11	0.0901616351275	-0.0809939201752	0.0111379578682	0.00850803939289	327670	HC382	INI30290	asthma	high_light_scatter_reticulocyte_percentage	HC	INI	43626.0	322755.0	29543	0.0124283768667	0.763877857465
HC134_HC382	3.18463672261	0.000724679136123	0.0366851341261	-0.0823729991437	0.00250881327084	0.0200126978689	302671	HC134	HC382	bone_disorder	asthma	HC	HC	1459.0	43626.0	11104	0.0258657442964	7.97695791134
HC430_INI30190	5.56926564603	1.27907606117e-08	0.0494829787499	-0.0825589726788	0.0227790437191	0.0109147660189	312978	HC430	INI30190	rheumatoid_arthritis	monocyte_percentage	HC	INI	5587.0	327482.0	15487	0.0148240320944	0.479158218997
INI30110_INI30260	6.69568728648	1.07330162851e-11	0.0722623599039	-0.0844826191104	0.0107233269636	0.00949429167235	345594	INI30110	INI30260	platelet_distribution_width	mean_reticulocyte_volume	INI	INI	327880.0	322934.0	24973	0.0126174678559	0.885386755866
HC273_INI30220	3.36830949873	0.000378153214948	0.15403619264	-0.0867822383269	0.00660313306793	0.00214901079727	329226	HC273	INI30220	essential_hypertension	basophill_percentage	HC	INI	64234.0	327482.0	50713	0.0257643302551	0.325453201558
HC78_INI30190	5.97570118618	1.14551302246e-09	0.0629922717916	-0.086879516142	0.00588381104889	0.00960381114542	320856	HC78	INI30190	arthritis_(nos)	monocyte_percentage	HC	INI	15332.0	327482.0	20211	0.0145387986171	1.63224329701
HC261_INI30180	5.74813725454	4.51159903452e-09	0.123357491717	-0.0884712447239	0.00556277442132	0.00532032020844	319045	HC261	INI30180	eczema/dermatitis	lymphocyte_percentage	HC	INI	11643.0	327482.0	39357	0.0153912895267	0.956414876009
HC96_INI30180	5.61155882807	1.00256049464e-08	0.124348665701	-0.0888957476584	0.0101386055071	0.00528075816811	298445	HC96	INI30180	polymyalgia_rheumatica	lymphocyte_percentage	HC	INI	1421.0	327482.0	37111	0.0158415424986	0.520856459441
HC366_INI30160	3.52844807714	0.000209001971079	0.213628822884	-0.0897131119496	0.00105246176821	0.00223889172429	304640	HC366	INI30160	allergy/hypersensitivity/anaphylaxis	basophill_count	HC	INI	2491.0	327479.0	65080	0.0254256573962	2.12729031297
HC380_HC382	3.48471573086	0.000246330069604	0.0367426170493	-0.0899057512245	0.00130846571446	0.0200288708896	302736	HC380	HC382	fracture_ulna	asthma	HC	HC	1485.0	43626.0	11123	0.0258000244979	15.3071423028
INI30020_INI30090	8.32379699824	4.2594726688e-17	0.114262869807	-0.0910736554263	0.00542594220671	0.00749145403996	345746	INI30020	INI30090	haemoglobin_concentration	platelet_crit	INI	INI	328031.0	327881.0	39506	0.0109413595076	1.38067339359
INI30010_INI30280	7.00631065848	1.22342151709e-12	0.143698586751	-0.0918514254795	0.00559536772913	0.0048628165605	345580	INI30010	INI30280	red_blood_cell_(erythrocyte)_count	immature_reticulocyte_fraction	INI	INI	328032.0	322755.0	49659	0.0131098134178	0.86907899461
INI30020_INI30080	8.95788965651	1.65475719653e-19	0.11059403509	-0.0920849274634	0.00550803057782	0.00897021846577	347376	INI30020	INI30080	haemoglobin_concentration	platelet_count	INI	INI	328031.0	328031.0	38418	0.0102797568394	1.62857092731
INI30020_INI30200	6.68998642129	1.11595652902e-11	0.10665364963	-0.0931086502534	0.00568777894965	0.00531118840208	345652	INI30020	INI30200	haemoglobin_concentration	neutrophill_percentage	INI	INI	328031.0	327482.0	36865	0.0139176142357	0.933789524716
INI30050_INI30200	6.39085633932	8.24796541582e-11	0.0784659840676	-0.0931173204591	0.0126027116485	0.00614787556511	345724	INI30050	INI30200	mean_corpuscular_haemoglobin	neutrophill_percentage	INI	INI	328028.0	327482.0	27128	0.0145703980054	0.487821647958
HC382_INI30240	7.20289346893	2.94740145131e-13	0.0744119853425	-0.0932730511975	0.0124480315312	0.009386335238	327713	HC382	INI30240	asthma	reticulocyte_percentage	HC	INI	43626.0	322933.0	24386	0.0129493864653	0.75404173057
INI30000_INI30070	7.97067822511	7.89029516555e-16	0.0792386187433	-0.0934587989768	0.00974515072186	0.00971977988359	345806	INI30000	INI30070	white_blood_cell_(leukocyte)_count	red_blood_cell_(erythrocyte)_distribution_width	INI	INI	328029.0	328031.0	27401	0.0117253257925	0.997396567894
HC38_INI30190	4.70701502471	1.25685193835e-06	0.018549121892	-0.093558398338	0.130297082049	0.0177037986303	312009	HC38	INI30190	psoriasis	monocyte_percentage	HC	INI	5074.0	327482.0	5787	0.0198763755473	0.135872564081
INI30000_INI30110	8.30152464539	5.1391862198e-17	0.0819709378026	-0.0944301113198	0.00953089559929	0.00996005662995	345680	INI30000	INI30110	white_blood_cell_(leukocyte)_count	platelet_distribution_width	INI	INI	328029.0	327880.0	28336	0.0113750323409	1.04502840538
HC430_INI30270	7.20376906865	2.92852656289e-13	0.0752647428032	-0.094626359015	0.0176889923677	0.00969227598716	313001	HC430	INI30270	rheumatoid_arthritis	mean_sphered_cell_volume	HC	INI	5587.0	322755.0	23558	0.0131356735777	0.547926969818
FH1220_INI30190	6.90807617781	2.45635087645e-12	0.0693780205203	-0.0951085129243	0.00641080128362	0.00904403583454	330926	FH1220	INI30190	diabetes	monocyte_percentage	FH	INI	79177.0	327482.0	22959	0.0137677278704	1.41074967612
HC136_HC269	3.35018163228	0.000403792929854	0.01980882754	-0.0960106291974	0.0349156071214	0.02451818424	309303	HC136	HC269	connective_tissue_disorder	high_cholesterol	HC	HC	2515.0	43054.0	6127	0.0286583354981	0.702212742709
INI30070_INI30120	8.1915952702	1.28893121945e-16	0.0771608326243	-0.0963880436646	0.00979860013639	0.00992747248607	345769	INI30070	INI30120	red_blood_cell_(erythrocyte)_distribution_width	lymphocyte_count	INI	INI	328031.0	327479.0	26680	0.011766699951	1.01315211845
HC206_HC269	3.22725216805	0.00062492629734	0.0276287399405	-0.0963946047026	0.00604620057927	0.0210292173215	299112	HC206	HC269	parkinsons_disease	high_cholesterol	HC	HC	1082.0	43054.0	8264	0.0298689410319	3.47808794065
INI30070_INI30130	7.95915013662	8.66124727879e-16	0.0699966129976	-0.096789337511	0.0103002945352	0.00994983460527	345769	INI30070	INI30130	red_blood_cell_(erythrocyte)_distribution_width	monocyte_count	INI	INI	328031.0	327479.0	24203	0.0121607628766	0.96597573703
HC382_INI30300	7.88180465068	1.61343118324e-15	0.0919041854631	-0.0977234337674	0.0110143845365	0.00833871047418	327670	HC382	INI30300	asthma	high_light_scatter_reticulocyte_count	HC	INI	43626.0	322755.0	30114	0.0123986114981	0.757074573393
INI30040_INI30200	6.93577453421	2.02000750376e-12	0.0958337831945	-0.0978077570679	0.0106192085526	0.00557343796318	345652	INI30040	INI30200	mean_corpuscular_volume	neutrophill_percentage	INI	INI	328031.0	327482.0	33125	0.0141019228041	0.524844948245
HC215_HC303	4.34272025168	7.03646419743e-06	0.0116827238899	-0.0983139394551	0.0199423088963	0.299061606981	306956	HC215	HC303	hypertension	malabsorption/coeliac_disease	HC	HC	107407.0	2094.0	3586	0.0226387917612	14.9963381139
HC78_INI30060	4.12816348993	1.82836045823e-05	0.0235851143563	-0.0989236873144	0.0101792034973	0.0100170008009	320931	HC78	INI30060	arthritis_(nos)	mean_corpuscular_haemoglobin_concentration	HC	INI	15332.0	328025.0	7569	0.0239631224771	0.984065286008
HC261_INI30120	7.91248261848	1.26153053012e-15	0.0833303717369	-0.0996393394425	0.00713680712456	0.00980331240043	319069	HC261	INI30120	eczema/dermatitis	lymphocyte_count	HC	INI	11643.0	327479.0	26588	0.0125926771971	1.37362720182
HC269_INI30040	8.84853921043	4.43361397384e-19	0.0760803659536	-0.101538656445	0.0102293615536	0.0121435821276	327191	HC269	INI30040	high_cholesterol	mean_corpuscular_volume	HC	INI	43054.0	328031.0	24893	0.0114751886193	1.18713001432
HC144_HC219	4.24929219977	1.07223518853e-05	0.0192701217013	-0.103614191137	0.0102435465274	0.0510034793989	309156	HC144	HC219	chickenpox	hypothyroidism/myxoedema	HC	HC	2458.0	19920.0	5957	0.024383870599	4.97908407624
INI30110_INI30130	8.50941224213	8.74086242554e-18	0.0727919364296	-0.104142127432	0.0106260044817	0.00971685643738	345650	INI30110	INI30130	platelet_distribution_width	monocyte_count	INI	INI	327880.0	327479.0	25161	0.0122384630652	0.914441213922
HC430_INI30180	6.89832175486	2.63102295358e-12	0.096974448341	-0.104268774294	0.0154449682351	0.00607575612806	312978	HC430	INI30180	rheumatoid_arthritis	lymphocyte_percentage	HC	INI	5587.0	327482.0	30351	0.0151150929167	0.393380940354
HC96_INI30030	7.03649264383	9.85695271619e-13	0.106949323202	-0.104480612874	0.0114979937902	0.00521500445084	298512	HC96	INI30030	polymyalgia_rheumatica	haematocrit_percentage	HC	INI	1421.0	328032.0	31926	0.014848393676	0.453557772425
HC269_INI30190	7.56014737932	2.01306457924e-14	0.0628584689786	-0.104671984153	0.0114480231459	0.00953103539051	327036	HC269	INI30190	high_cholesterol	monocyte_percentage	HC	INI	43054.0	327482.0	20557	0.0138452306418	0.832548577956
HC237_HC382	4.08725534395	2.1825330319e-05	0.0369999810466	-0.104916942147	0.00102600938381	0.0199531547139	318581	HC237	HC382	back_problem	asthma	HC	HC	5950.0	43626.0	11787	0.0256692898579	19.4473413487
HC203_HC382	4.25613302968	1.03996489798e-05	0.0324534652062	-0.104990397703	0.012682462661	0.0212151331534	316839	HC203	HC382	pulmonary_embolism_+/-_dvt	asthma	HC	HC	4968.0	43626.0	10283	0.024668025405	1.67279287316
HC96_INI30020	7.39605321517	7.01459013599e-14	0.079081266576	-0.105135100244	0.0135637490331	0.00681884916581	298540	HC96	INI30020	polymyalgia_rheumatica	haemoglobin_concentration	HC	INI	1421.0	328031.0	23609	0.014215027554	0.502725990369
INI30110_INI30160	5.37376476276	3.85547213976e-08	0.0832402902781	-0.105763605581	0.0100538898163	0.00345141348016	345650	INI30110	INI30160	platelet_distribution_width	basophill_count	INI	INI	327880.0	327479.0	28772	0.0196814729059	0.343291357197
INI30040_INI30080	10.2155771531	8.44355788537e-25	0.10236390163	-0.106417031706	0.0101411023218	0.0093662950647	347376	INI30040	INI30080	mean_corpuscular_volume	platelet_count	INI	INI	328031.0	328031.0	35559	0.0104171335708	0.923597333654
INI30110_INI30220	4.50035913698	3.39193740835e-06	0.0615146648221	-0.107476820704	0.0119442777148	0.00341917478986	345527	INI30110	INI30220	platelet_distribution_width	basophill_percentage	INI	INI	327880.0	327482.0	21255	0.0238818319678	0.286260489877
HC225_HC269	3.81759675698	6.73789720307e-05	0.0233161314398	-0.107829286595	0.014056482932	0.0226807365836	325058	HC225	HC269	cholecystitis	high_cholesterol	HC	HC	12963.0	43054.0	7579	0.028245331673	1.61354278259
INI30050_INI30080	10.0932684061	2.9583017355e-24	0.0888444081747	-0.108535298771	0.0116549513537	0.0101032383697	345777	INI30050	INI30080	mean_corpuscular_haemoglobin	platelet_count	INI	INI	328028.0	328031.0	30720	0.0107532361574	0.866862337139
HC96_INI30060	4.27965306152	9.35924357107e-06	0.0179950667685	-0.109126353426	0.0390920325601	0.0113247334882	298468	HC96	INI30060	polymyalgia_rheumatica	mean_corpuscular_haemoglobin_concentration	HC	INI	1421.0	328025.0	5371	0.0254988784971	0.289694158799
HC164_HC382	4.68681540464	1.38744519466e-06	0.042809805999	-0.109233048055	0.00669321522284	0.0184002623811	330577	HC164	HC382	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	asthma	HC	HC	30231.0	43626.0	14152	0.0233064540897	2.74909169487
INI30180_INI30510	4.11660849443	1.92244188296e-05	0.166399113669	-0.110873226894	0.00440550648315	0.00161340014575	345582	INI30180	INI30510	lymphocyte_percentage	creatinine_(enzymatic)_in_urine	INI	INI	327482.0	327981.0	57505	0.0269331482564	0.366223532283
INI30160_INI30190	8.39973210329	2.23749186679e-17	0.0833936639717	-0.110925839381	0.00359864591145	0.00818049264068	345575	INI30160	INI30190	basophill_count	monocyte_percentage	INI	INI	327479.0	327482.0	28819	0.0132058782372	2.27321410385
HC430_INI30100	9.65654513898	2.30577059606e-22	0.0589370824163	-0.111655826037	0.0192943399647	0.0167376666799	313035	HC430	INI30100	rheumatoid_arthritis	mean_platelet_(thrombocyte)_volume	HC	INI	5587.0	328027.0	18449	0.0115627094815	0.86749102123
HC366_INI30140	7.82254818986	2.58823140222e-15	0.0974936588213	-0.112144542265	0.00107573557403	0.0075117725796	304640	HC366	INI30140	allergy/hypersensitivity/anaphylaxis	neutrophill_count	HC	INI	2491.0	327479.0	29700	0.0143360628204	6.98291732741
HC151_HC382	3.97814369282	3.47276975565e-05	0.0136612840461	-0.112739395748	0.0996713343203	0.0316035064334	302632	HC151	HC382	multiple_sclerosis	asthma	HC	HC	1467.0	43626.0	4134	0.0283396992299	0.31707718823
INI30100_INI30150	9.4783246897	1.29199079741e-21	0.0815685615598	-0.113734511139	0.0137368958925	0.00881444102524	345581	INI30100	INI30150	mean_platelet_(thrombocyte)_volume	eosinophill_count	INI	INI	328027.0	327479.0	28189	0.0119994318471	0.641661776739
FH1263_HC382	3.80122790908	7.19903947869e-05	0.0103266537744	-0.114963824802	0.0219966121863	0.0355483731128	332764	FH1263	HC382	alzheimer's_disease/dementia	asthma	FH	HC	51794.0	43626.0	3436	0.0302438652856	1.61608400474
HC166_HC269	3.72929108345	9.60096167371e-05	0.0150818533839	-0.115519335099	0.0261594402095	0.0278891881355	320067	HC166	HC269	deep_venous_thrombosis_(dvt)	high_cholesterol	HC	HC	6929.0	43054.0	4827	0.0309762184056	1.06612327757
HC382_INI30250	9.07231122139	5.82593682281e-20	0.0802459106745	-0.115576550631	0.0119379762762	0.00894143874303	327769	HC382	INI30250	asthma	reticulocyte_count	HC	INI	43626.0	322934.0	26302	0.0127394825652	0.748991163675
HC188_HC269	4.15805343619	1.60485476141e-05	0.0212187396891	-0.117442620601	0.0178851057983	0.0235622158245	326039	HC188	HC269	cholelithiasis/gall_stones	high_cholesterol	HC	HC	14940.0	43054.0	6918	0.0282446155161	1.31742110392
HC261_HC269	4.27614316244	9.5079482118e-06	0.0228543559074	-0.119366688839	0.0167893431883	0.0228999899491	324353	HC261	HC269	eczema/dermatitis	high_cholesterol	HC	HC	11643.0	43054.0	7413	0.0279145679423	1.36395984597
HC263_HC269	4.04674798386	2.59670510359e-05	0.0279061950561	-0.120816950425	0.00473605505763	0.0209811037056	301519	HC263	HC269	nasal/sinus_disorder	high_cholesterol	HC	HC	1327.0	43054.0	8414	0.029855318618	4.43008019339
INI30100_INI30210	9.83324998719	4.04814638963e-23	0.0845805136833	-0.12088814729	0.0134757823448	0.00814400533817	345613	INI30100	INI30210	mean_platelet_(thrombocyte)_volume	eosinophill_percentage	INI	INI	328027.0	327482.0	29232	0.0122938140947	0.60434378723
INI30080_INI30270	10.7113250587	4.50316921816e-27	0.112351404044	-0.121655765059	0.00892891855329	0.00756927377924	345640	INI30080	INI30270	platelet_count	mean_sphered_cell_volume	INI	INI	328031.0	322755.0	38833	0.0113576765146	0.847725705421
INI30070_INI30270	9.85024383353	3.41889428686e-23	0.0693796543288	-0.122781565086	0.0105347076546	0.00996079457637	345640	INI30070	INI30270	red_blood_cell_(erythrocyte)_distribution_width	mean_sphered_cell_volume	INI	INI	328031.0	322755.0	23980	0.0124648249486	0.945521689158
HC182_HC269	4.10890338471	1.98771167328e-05	0.0273161554972	-0.122810437535	0.00160791589996	0.0211863074897	298361	HC182	HC269	osteopenia	high_cholesterol	HC	HC	1063.0	43054.0	8150	0.0298888598822	13.1762534908
HC38_INI30180	5.5670641199	1.29533542542e-08	0.0181863803067	-0.1233535267	0.133194037085	0.013522736906	312009	HC38	INI30180	psoriasis	lymphocyte_percentage	HC	INI	5074.0	327482.0	5674	0.0221577341384	0.101526593848
HC430_INI30040	10.2678440351	4.91893042454e-25	0.0669691485538	-0.123453859197	0.0183187615092	0.0130584959042	313071	HC430	INI30040	rheumatoid_arthritis	mean_corpuscular_volume	HC	INI	5587.0	328031.0	20966	0.0120233477228	0.712848185597
HC382_INI30010	10.5755945986	1.93358318132e-26	0.133138937176	-0.123639493175	0.00891502547968	0.00588383437229	327724	HC382	INI30010	asthma	red_blood_cell_(erythrocyte)_count	HC	INI	43626.0	328032.0	43633	0.0116910204927	0.659990752209
INI30060_INI30090	10.4706623694	5.89078563268e-26	0.0899984660299	-0.123714465366	0.0046801657516	0.00867528802629	345685	INI30060	INI30090	mean_corpuscular_haemoglobin_concentration	platelet_crit	INI	INI	328025.0	327881.0	31111	0.0118153428123	1.85362837274
HC314_HC382	4.76499402561	9.44296226761e-07	0.0363918708323	-0.124060643525	0.00202905840723	0.0201135768306	309015	HC314	HC382	fracture_hand	asthma	HC	HC	2438.0	43626.0	11246	0.0260358445065	9.91276385092
INI30080_INI30200	9.10965946696	4.13204760168e-20	0.129957073903	-0.124141297471	0.00824326590595	0.00478077149298	345653	INI30080	INI30200	platelet_count	neutrophill_percentage	INI	INI	328031.0	327482.0	44920	0.0136274355722	0.579960848955
